fecha_extraccion;comuna;tipo_propiedad;titulo;precio;moneda;dormitorios;banos;metros_utiles;caracteristicas_raw;ubicacion;url;latitud;longitud;direccion_geocoded
2025-11-29 18:02:18;Estación Central;casa;Comoda Y En Excelente Estado, Impecable, Llegar Y Habitar;128000000;CLP;4 dormitorios;1 baño;103 m² útiles;4 dormitorios | 1 baño | 103 m² útiles;El Nadi 587, Santiago, Estación Central, Chile, Villa Francia, Estación Central;;-33.469480705882354;-70.70952872352942;El Nadi 587, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa En Venta 4d/3b - Manuel Thompson - Placilla;9900;CLF;4 dormitorios;3 baños;206 m² útiles;4 dormitorios | 3 baños | 206 m² útiles;Manuel Thompson 4311, 9160058 Santiago, Estación Central, Región Metropolitana, Chile, San Alberto Hurtado, Estación Central;;-33.4564044;-70.69442577;Manuel Thompson 4311, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Rebajada, Casa Antigua Pareada Iquique 3400 Estación Central;190000000;CLP;9 dormitorios;4 baños;252 m² útiles;9 dormitorios | 4 baños | 252 m² útiles;Iquique 3400, Estación Central, Nogales - San Eugenio, Estación Central;;-33.4536375;-70.6898654;Iquique 3400, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa De Oportunidad En Venta, Villa España Estación Central;145000000;CLP;5 dormitorios;2 baños;120 m² útiles;5 dormitorios | 2 baños | 120 m² útiles;Pje. Miguel De Cervantes 440, Villa Francia, Estación Central;;-33.4660413;-70.7070722;Pje. Miguel De Cervantes 440, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa En Venta En V. España Estacion Central, Amplio Terreno;140000000;CLP;3 dormitorios;1 baño;65 m² útiles;3 dormitorios | 1 baño | 65 m² útiles;Lanceros Del Rey, Estación Central, Villa Francia, Estación Central;;-33.46837896328212;-70.70862837059762;Lanceros Del Rey, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa En Venta En Estación Central Con Amplio Patio;4433;CLF;6 dormitorios;2 baños;169 m² útiles;6 dormitorios | 2 baños | 169 m² útiles;Los Araucanos 1761, Santiago, Estación Central, Nogales - San Eugenio, Estación Central;;-33.4707320632653;-70.69579923061225;Los Araucanos 1761, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Oportunidad! Casa Remodelada En Pasaje, Cercano Al Metro ;72000000;CLP;2 dormitorios;1 baño;60 m² útiles;2 dormitorios | 1 baño | 60 m² útiles;Ainavillo 600 - 900, Estación Central, Nogales - San Eugenio, Estación Central;;-33.46134855;-70.69142480000001;Ainavillo 600 - 900, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Gestimob Vende Amplia Casa De Un Piso En Pasaje Aulén , Vill;3160;CLF;3 dormitorios;1 baño;70 m² útiles;3 dormitorios | 1 baño | 70 m² útiles;Luis Infantes Cerda, Villa Francia, Estación Central;;-33.47667803261922;-70.7137917116985;Luis Infantes Cerda, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa En Barrio Patrimonial;150000000;CLP;2 dormitorios;1 baño;88 m² útiles;2 dormitorios | 1 baño | 88 m² útiles;El Boldo 131, Estación Central, Región Metropolitana De Santiago 9160000, Chile, Metro Las Rejas, Estación Central;;-33.46048833125;-70.708159825;El Boldo 131, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Residencia De 124 M2 Costa Laguna -;13500;CLF;4 dormitorios;3 baños;124 m² útiles;4 dormitorios | 3 baños | 124 m² útiles;Gladys Marin Millie  Casa B Costa Laguna C, Metro Pajaritos, Estación Central;;-33.46158115;-70.71537832502966;Gladys Marin Millie Casa B Costa Laguna C, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa En Venta De 4 Dorm. En Estación Central;5478;CLF;4 dormitorios;4 baños;294 m² útiles;4 dormitorios | 4 baños | 294 m² útiles;Las Rejas Sur 1396, Nogales - San Eugenio, Estación Central;;-33.4575386;-70.7067561;Las Rejas Sur 1396, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa En Venta De 10 Dorm. En Estación Central;140000000;CLP;10 dormitorios;10 baños;240 m² útiles;10 dormitorios | 10 baños | 240 m² útiles;Padre Vicente Irarrázabal 1586, Nogales - San Eugenio, Estación Central;;-33.4683004877551;-70.69302793265307;Padre Vicente Irarrázabal 1586, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa En Venta De 3 Dorm. En Estación Central;84000000;CLP;3 dormitorios;2 baños;130 m² útiles;3 dormitorios | 2 baños | 130 m² útiles;Calle Ferrocarril, Nogales - San Eugenio, Estación Central;;-33.4536375;-70.6898654;Calle Ferrocarril, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;100% Regularizada Y Sin Deuda. Barrio Residencial;4500;CLF;4 dormitorios;2 baños;141 m² útiles;4 dormitorios | 2 baños | 141 m² útiles;Villa Vista Hermosa, Metro Pajaritos, Estación Central;;-33.4693305;-70.715874;Villa Vista Hermosa, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Ramón Subercaseaux/santa Margarita/alberto Hurtado/av.buzeta;4574;CLF;3 dormitorios;1 baño;129 m² útiles;3 dormitorios | 1 baño | 129 m² útiles;Sta. Margarita 1869, Estación Central, Nogales - San Eugenio, Estación Central;;-33.47336544444445;-70.69623408888889;Sta. Margarita 1869, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa En Venta De 18 Dorm. En Estación Central;200000000;CLP;18 dormitorios;18 baños;134 m² útiles;18 dormitorios | 18 baños | 134 m² útiles;Atahualpa Estación Central, Nogales - San Eugenio, Estación Central;;-33.47263600747473;-70.69502847430384;Atahualpa Estación Central, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa En Venta De 2 Dorm. En Estación Central;2100;CLF;2 dormitorios;1 baño;57 m² útiles;2 dormitorios | 1 baño | 57 m² útiles;Guillermo Franke / Capitán Gálvez, Nogales - San Eugenio, Estación Central;;-33.46848843062486;-70.69149174516997;Guillermo Franke / Capitán Gálvez, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Carlota Carrasco // Estacion De Metro Ecuador;225000000;CLP;6 dormitorios;3 baños;145 m² útiles;6 dormitorios | 3 baños | 145 m² útiles;Carlota Carrasco 1 - 300, Estación Central, Metro Ecuador, Estación Central;;-33.455017907316154;-70.69879867371634;Carlota Carrasco 1 - 300, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Amplia Casa En Microbarrio Con Gran Galpón!;6600;CLF;5 dormitorios;2 baños;181 m² útiles;5 dormitorios | 2 baños | 181 m² útiles;Victoria, 1 - 300, Metro Las Rejas, Estación Central;;-33.45348462291805;-70.70271514214546;Victoria, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Espectacular! Casa En Venta;285000000;CLP;5 dormitorios;3 baños;172 m² útiles;5 dormitorios | 3 baños | 172 m² útiles;Av. Gladys Marín Millie 6647, Estación Central, Metro Pajaritos, Estación Central;;-33.46371188561151;-70.72406857194245;Av. Gladys Marín Millie 6647, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Amplia Casa A Pasos Del Metro Pajaritos, Rebajada!!;5200;CLF;6 dormitorios;3 baños;107 m² útiles;6 dormitorios | 3 baños | 107 m² útiles;Laguna Peñuelas, Santiago, Estación Central, Chile, Metro Pajaritos, Estación Central;;-33.4536375;-70.6898654;Laguna Peñuelas, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa Amplia A Pasos Del Metro Pajaritos, Rebajada!!;5200;CLF;6 dormitorios;3 baños;107 m² útiles;6 dormitorios | 3 baños | 107 m² útiles;Laguna Peñuelas, Santiago, Estación Central, Chile, Metro Pajaritos, Estación Central;;-33.4536375;-70.6898654;Laguna Peñuelas, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Excelente Propiedad En Estacion Central;10165;CLF;;;346 m² útiles;346 m² útiles;Placilla, 1 - 300, San Alberto Hurtado, Estación Central;;-33.45296935973518;-70.69530487940368;Placilla, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Venta De Casa Con Gran Terreno Solida. Cod. 4521;80000000;CLP;3 dormitorios;1 baño;85 m² útiles;3 dormitorios | 1 baño | 85 m² útiles;Los Pingüinos 4500 - 4800, Santiago, Estación Central, Nogales - San Eugenio, Estación Central;;-33.4714108;-70.6961239;Los Pingüinos 4500 - 4800, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa En Venta En Nogales San Eugenio;140000000;CLP;2 dormitorios;2 baños;86 m² útiles;2 dormitorios | 2 baños | 86 m² útiles;Padre Jaime Larraín Hurtado 202, Santiago, Estación Central, Chile, Nogales - San Eugenio, Estación Central;;-33.4643745;-70.6983151;Padre Jaime Larraín Hurtado 202, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa En Venta En Santa Margarita Estacion Central;4150;CLF;3 dormitorios;1 baño;220 m² útiles;3 dormitorios | 1 baño | 220 m² útiles;Sta. Margarita 1867, Estación Central, Nogales - San Eugenio, Estación Central;;-33.47331132222222;-70.69623724444445;Sta. Margarita 1867, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Oportunidad Casa En Venta De 4 Dorm. En Estación Central;115000000;CLP;4 dormitorios;2 baños;100 m² útiles;4 dormitorios | 2 baños | 100 m² útiles;El Belloto Con Las Sophoras, Universidad De Santiago, Estación Central;;-33.446775149310184;-70.6837054007212;El Belloto Con Las Sophoras, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa En Venta. Calle Ruiz Tagle, Estación Central.;87000000;CLP;2 dormitorios;1 baño;82 m² útiles;2 dormitorios | 1 baño | 82 m² útiles;Calle Ruiz Tagle. Estación Central. A Solo Minutos Del Metro San Alberto Hurtado., Nogales - San Eugenio, Estación Central;;-33.4542019;-70.6922721;Calle Ruiz Tagle. Estación Central. A Solo Minutos Del San Alberto Hurtado., Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa En Venta De 3 Dorm. En Estación Central;117500000;CLP;3 dormitorios;1 baño;100 m² útiles;3 dormitorios | 1 baño | 100 m² útiles;Av 5 De Abril Con General Amengual, Estación Central;;-33.4626454;-70.6954546;Av 5 De Abril Con General Amengual, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa Uno Poniente Id: 155880;102000000;CLP;4 dormitorios;2 baños;112 m² útiles;4 dormitorios | 2 baños | 112 m² útiles;Uno Poniente, Nogales - San Eugenio, Estación Central;;-33.4489016;-70.68162370843888;Uno Poniente, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa Ramón Rivas Id: 124852;145000000;CLP;3 dormitorios;1 baño;100 m² útiles;3 dormitorios | 1 baño | 100 m² útiles;Ramón Rivas, Nogales - San Eugenio, Estación Central;;-33.46239076877594;-70.69779954407595;Ramón Rivas, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa Padre Jaime Larraín Hurtado Id: 85520;150000000;CLP;2 dormitorios;2 baños;105 m² útiles;2 dormitorios | 2 baños | 105 m² útiles;Padre Jaime Larraín Hurtado, Nogales - San Eugenio, Estación Central;;-33.46205016984605;-70.69833977365553;Padre Jaime Larraín Hurtado, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa Avenida Buzeta Id: 137059;130000000;CLP;2 dormitorios;2 baños;100 m² útiles;2 dormitorios | 2 baños | 100 m² útiles;Avenida Buzeta, Nogales - San Eugenio, Estación Central;;-33.4715762;-70.6821294;Avenida Buzeta, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa Quemchi Id: 156008;180000000;CLP;4 dormitorios;2 baños;120 m² útiles;4 dormitorios | 2 baños | 120 m² útiles;Quemchi, Villa Francia, Estación Central;;-33.471806799999996;-70.71749009999999;Quemchi, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa Placilla Id: 161167;190000000;CLP;5 dormitorios;2 baños;192 m² útiles;5 dormitorios | 2 baños | 192 m² útiles;Placilla, San Alberto Hurtado, Estación Central;;-33.45296935973518;-70.69530487940368;Placilla, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Casa En Venta De 9 Dorm. En Estación Central;110000000;CLP;9 dormitorios;2 baños;180 m² útiles;9 dormitorios | 2 baños | 180 m² útiles;En Venta Casa De 1 Piso En Población Los Nogales, Nogales - San Eugenio, Estación Central;;-33.4648966996913;-70.69063889389771;En Venta Casa De 1 Piso En Población Los Nogales, Estación Central, Santiago, Chile
2025-11-29 18:02:18;Estación Central;casa;Venta De Casa Remodelada Barrio Estacion Central;7450;CLF;5 dormitorios;2 baños;170 m² útiles;5 dormitorios | 2 baños | 170 m² útiles;Nogales - San Eugenio, Estación Central;;-33.4489016;-70.68162370843888;Nogales - San Eugenio, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Vendo Casa Oportunidad, Buena Ubicación En Plena Avenida.;3049;CLF;3 dormitorios;1 baño;65 m² útiles;3 dormitorios | 1 baño | 65 m² útiles;Vendo Casa Habitación, Compacta Y Muy Acogedora., Metro Pajaritos, Estación Central;;-33.44537785;-70.68505206114352;Vendo Casa Habitación, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Casa En Venta En Metro Las Rejas;140000000;CLP;6 dormitorios;3 baños;166 m² útiles;6 dormitorios | 3 baños | 166 m² útiles;Los Alerces 313, 9.1902e+06 - 9.1905e+06 Santiago, Estación Central, Región Metropolitana, Chile, Metro Las Rejas, Estación Central;;-33.464563476143866;-70.7069397966638;Los Alerces 313, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Venta Casa 3d3b Estacion Central;130000000;CLP;3 dormitorios;3 baños;134 m² totales;3 dormitorios | 3 baños | 134 m² totales;CALLE LOS ALERCES, Metro Las Rejas, Estación Central;;-33.4489016;-70.68162370843888;CALLE LOS ALERCES, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Casa 3 Dormitorios 1 Baño, Sevilla Estación Central;140000000;CLP;3 dormitorios;1 baño;115 m² útiles;3 dormitorios | 1 baño | 115 m² útiles;Sevilla 462, Estación Central, Villa Francia, Estación Central;;-33.4536375;-70.6898654;Sevilla 462, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Casa En Venta En Nogales San Eugenio Estación Central;130000000;CLP;2 dormitorios;2 baños;100 m² útiles;2 dormitorios | 2 baños | 100 m² útiles;MUY BIEN TENIDA, Nogales - San Eugenio, Estación Central;;-33.47119225;-70.70853308574031;MUY BIEN TENIDA, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Casa En Venta De 8 Dorm. En Estación Central;3800;CLF;8 dormitorios;3 baños;119 m² útiles;8 dormitorios | 3 baños | 119 m² útiles;Los Gladiolos, Metro Las Rejas, Estación Central;;-33.46145892178431;-70.70216665014426;Los Gladiolos, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Se Vende Amplia Casa Estacion Central;140000000;CLP;3 dormitorios;2 baños;120 m² útiles;3 dormitorios | 2 baños | 120 m² útiles;Yelcho 5659, Villa Francia, Estación Central;;-33.47179605833333;-70.71316186944445;Yelcho 5659, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Venta De Casa En Jotabeche, 340 Mts Totales, Potencial Para;5423;CLF;4 dormitorios;2 baños;122 m² útiles;4 dormitorios | 2 baños | 122 m² útiles;Jotabeche / Arica, Nogales - San Eugenio, Estación Central;;-33.4589239;-70.6849044;Jotabeche / Arica, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Se Vende Propiedad Estacion Central;8800;CLF;10 dormitorios;2 baños;219 m² útiles;10 dormitorios | 2 baños | 219 m² útiles;Buzo Sobenes 4242, San Alberto Hurtado, Estación Central;;-33.45019465714285;-70.69323088571429;Buzo Sobenes 4242, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Casa Usada En Venta Estacion Central Con 6 D 2 B Al Contado;72000000;CLP;6 dormitorios;2 baños;75 m² útiles;6 dormitorios | 2 baños | 75 m² útiles;Av. Libertador Bernardo O'Higgins 3523, Universidad De Santiago, Estación Central;;-33.4520278;-70.6837618;Av. Libertador Bernardo O'Higgins 3523, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Tu Próximo Hogar Te Espera, Imagina Tardes De Verano Bajo L;5553;CLF;3 dormitorios;2 baños;120 m² útiles;3 dormitorios | 2 baños | 120 m² útiles;Toro Mazote 5, Estación Central, Chile, San Alberto Hurtado, Estación Central;;-33.454488925;-70.6921831625;Toro Mazote 5, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Nicasio Retamales Piso 9 - Opcional Estacionamiento;1550;CLF;1 dormitorio;1 baño;30 m² útiles;1 dormitorio | 1 baño | 30 m² útiles;Nicasio Retamales 115, Santiago, Estación Central, Chile, San Alberto Hurtado, Estación Central;;-33.45184457916666;-70.68966457083333;Nicasio Retamales 115, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Casa Venta Estación Central ;100000000;CLP;3 dormitorios;1 baño;162 m² totales;3 dormitorios | 1 baño | 162 m² totales;Chapo 5933, Estación Central, Chile, Villa Francia, Estación Central;;-33.4536375;-70.6898654;Chapo 5933, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Oportunidad Única  Terreno De 284 M² En Zona Estratégica ;255000000;CLP;4 dormitorios;2 baños;271 m² útiles;4 dormitorios | 2 baños | 271 m² útiles;Nicasio Retamales, Nogales - San Eugenio, Estación Central;;-33.46037484410827;-70.68795307430338;Nicasio Retamales, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Venta Casa Grande En Estación Central;4953;CLF;2 dormitorios;1 baño;10.713 m² útiles;2 dormitorios | 1 baño | 10.713 m² útiles;Francisco Zelada 122, Santiago, Estación Central, Chile, Metro Ecuador, Estación Central;;-33.45490398787879;-70.70210727878788;Francisco Zelada 122, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Casa En Venta, 202 Mts2 Terreno,  Estación Central $135 Mill;135000000;CLP;3 dormitorios;1 baño;78 m² útiles;3 dormitorios | 1 baño | 78 m² útiles;SOLNA, Metro Pajaritos, Estación Central;;-33.46562894908344;-70.71303069065422;SOLNA, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Se Vende Casa En Metro Las Rejas;104000000;CLP;2 dormitorios;1 baño;90 m² totales;2 dormitorios | 1 baño | 90 m² totales;Pablo Neruda, Metro Las Rejas, Estación Central;;-33.45594868040146;-70.70364942137047;Pablo Neruda, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;"Se Vende Casa Esquina Estacion Central &quot;oportunidad Reb";80000000;CLP;3 dormitorios;1 baño;60 m² útiles;3 dormitorios | 1 baño | 60 m² útiles;Llancahue 802, Villa Francia, Estación Central;;-33.47335815294118;-70.70636192058824;Llancahue 802, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Pasaje Luis Morales, Estación Central;153000000;CLP;5 dormitorios;2 baños;75 m² útiles;5 dormitorios | 2 baños | 75 m² útiles;PASAJE LUIS MORALES, ESTACIÓN CENTRAL, Metro Las Rejas, Estación Central;;-33.4489016;-70.68162370843888;PASAJE LUIS MORALES, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Casa En Venta De 2 Dorm. En Estación Central;119000000;CLP;2 dormitorios;2 baños;103 m² útiles;2 dormitorios | 2 baños | 103 m² útiles;Compu, Villa Francia, Estación Central;;-33.47099133280484;-70.70786343945001;Compu, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Casa En Venta De 3 Dorm. En Estación Central;150000000;CLP;3 dormitorios;2 baños;60 m² útiles;3 dormitorios | 2 baños | 60 m² útiles;Cercana A Metro Las Rejas, Metro Las Rejas, Estación Central;;-33.4575386;-70.7067561;Cercana A Las Rejas, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Casa En Venta En Estación Central;125000000;CLP;3 dormitorios;1 baño;51 m² útiles;3 dormitorios | 1 baño | 51 m² útiles;San Jorge 275, Estación Central, Nogales - San Eugenio, Estación Central;;-33.465029669387754;-70.70085947755102;San Jorge 275, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Oportunidad En Estación Central  180 M² Totales;169000000;CLP;3 dormitorios;1 baño;180 m² útiles;3 dormitorios | 1 baño | 180 m² útiles;LAS REJAS, Metro Las Rejas, Estación Central;;-33.4575386;-70.7067561;LAS REJAS, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Calle Concón, Estación Central ;130000000;CLP;4 dormitorios;1 baño;151 m² útiles;4 dormitorios | 1 baño | 151 m² útiles;CALLE CONCÓN, ESTACIÓN CENTRAL, San Alberto Hurtado, Estación Central;;-33.4536375;-70.6898654;CALLE CONCÓN, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Casa En Venta De 3 Dorm 1 Baño En Estación Central;128000000;CLP;3 dormitorios;1 baño;123 m² útiles;3 dormitorios | 1 baño | 123 m² útiles;Terminal De Buses, Universidad De Santiago, Estación Central;;-33.454259300000004;-70.68813114075897;Terminal De Buses, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Casa En Venta De 2 Dormitorios En Estación Central;110000000;CLP;2 dormitorios;1 baño;75 m² útiles;2 dormitorios | 1 baño | 75 m² útiles;Metro Las Rejas, Metro Las Rejas, Estación Central;;-33.4575386;-70.7067561;Las Rejas, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Casa En Venta En Estación Central;7000;CLF;3 dormitorios;2 baños;160 m² útiles;3 dormitorios | 2 baños | 160 m² útiles;Avda. Pajaritos/Avda. Las Torres, Metro Pajaritos, Estación Central;;-33.4125242;-70.6029556;Avda. Pajaritos/Avda. Las Torres, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Casa En Venta En Estación Central;3990;CLF;4 dormitorios;3 baños;98 m² útiles;4 dormitorios | 3 baños | 98 m² útiles;General Amengual, Santiago, Estación Central, Chile, Metro Ecuador, Estación Central;;-33.46301915;-70.69540964999999;General Amengual, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Casa En Venta En Estación Central;3100;CLF;5 dormitorios;3 baños;110 m² útiles;5 dormitorios | 3 baños | 110 m² útiles;Pedro Aguirre Cerda Con Obispo Manuel Umana, Nogales - San Eugenio, Estación Central;;-33.4726485;-70.6841367;Pedro Aguirre Cerda Con Obispo Manuel Umana, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Casa En Venta De 6 Dorm. En Estación Central;93000000;CLP;6 dormitorios;1 baño;72 m² útiles;6 dormitorios | 1 baño | 72 m² útiles;Tacna 3680, Nogales - San Eugenio, Estación Central;;-33.4572062;-70.6850739;Tacna 3680, Estación Central, Santiago, Chile
2025-11-29 18:02:36;Estación Central;casa;Casa En Venta De 5 Dorm. En Estación Central;3290;CLF;5 dormitorios;1 baño;;5 dormitorios | 1 baño;Escorial Villa España, Estacion Central, Villa Francia, Estación Central;;-33.4489016;-70.68162370843888;Escorial Villa España, Estación Central, Santiago, Chile
