fecha_extraccion;comuna;tipo_propiedad;titulo;precio;moneda;dormitorios;banos;metros_utiles;caracteristicas_raw;ubicacion;latitud;longitud;direccion_geocoded
2025-11-29 18:08:24;Ñuñoa;casa;Oportunidad Venta Casa Ñuñoa;10500;CLF;4 dormitorios;3 baños;197 m² útiles;4 dormitorios | 3 baños | 197 m² útiles;Estadio Nacional, Ñuñoa;-33.464382099999995;-70.61061809176775;Estadio Nacional, Ñuñoa, Santiago, Chile
2025-11-29 18:08:24;Ñuñoa;casa;Casa En Venta De 5 Dorm. En Ñuñoa;16800;CLF;5 dormitorios;4 baños;490 m² útiles;5 dormitorios | 4 baños | 490 m² útiles;A Dos Cuadras De Metro Monseñor Eyzaguirre. Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa;-33.4531944;-70.613519;A Dos Cuadras De Monseñor Eyzaguirre. Ñuñoa, Ñuñoa, Santiago, Chile
2025-11-29 18:08:24;Ñuñoa;casa;Gran Terreno / Barrio Clásico Ñuñoa;27900;CLF;5 dormitorios;4 baños;506 m² útiles;5 dormitorios | 4 baños | 506 m² útiles;Eduardo Castillo Velasco, Juan Gómez Millas, Ñuñoa;-33.45914161661513;-70.5969709363368;Eduardo Castillo Velasco, Ñuñoa, Santiago, Chile
2025-11-29 18:08:24;Ñuñoa;casa;Casa En Venta De 5 Dorm. En Ñuñoa;10050;CLF;5 dormitorios;3 baños;120 m² útiles;5 dormitorios | 3 baños | 120 m² útiles;Metro Simón Bolivar / Avenida Ossa, Metro Simón Bolivar, Ñuñoa;-33.4478431;-70.5718301;Simón Bolivar / Avenida Ossa, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Casa En Venta De 4 Dorm. En Ñuñoa;12900;CLF;4 dormitorios;2 baños;173 m² útiles;4 dormitorios | 2 baños | 173 m² útiles;Villaseca - Simón Bolívar - Ñuñoa, Ñuñoa;-33.44955270973376;-70.60128116066835;Villaseca - Simón Bolívar - Ñuñoa, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Casa En Venta En Metro Chile España, Colegio Manuel De Salas;12100;CLF;5 dormitorios;4 baños;156 m² útiles;5 dormitorios | 4 baños | 156 m² útiles;Plaza Ñuñoa, Plaza Ñuñoa, Ñuñoa;-33.4534937;-70.570823;Plaza Ñuñoa, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Propiedad Con 2 Casas, Accesos Independientes, Cercano A Ira;13850;CLF;5 dormitorios;2 baños;296 m² útiles;5 dormitorios | 2 baños | 296 m² útiles;Tegualda 2016, Ñuñoa, Metro Irarrázaval, Ñuñoa;-33.45269595;-70.62175015;Tegualda 2016, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Terreno En Ñuñoa De 940mt2;41000;CLF;4 dormitorios;3 baños;145 m² útiles;4 dormitorios | 3 baños | 145 m² útiles;Plaza Ñuñoa, Ñuñoa;-33.4534937;-70.570823;Plaza Ñuñoa, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Casa En Venta De 3 Dorm. En Ñuñoa;8200;CLF;3 dormitorios;3 baños;100 m² útiles;3 dormitorios | 3 baños | 100 m² útiles;Simón Bolivar/ Estrella Solitaria, Plaza Egaña, Ñuñoa;-33.450598250813414;-70.58087445473215;Simón Bolivar/ Estrella Solitaria, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Casa En Venta 4d, 3b, 3e, Piscina Y Gran Terreno En Ñuñoa.;23200;CLF;4 dormitorios;3 baños;234 m² útiles;4 dormitorios | 3 baños | 234 m² útiles;Irarrázabal, Villa Frei, Ñuñoa;-33.454233200000004;-70.57891316588072;Irarrázabal, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Casa En Venta Patrimonial De 3 Pisos En Ñuñoa.;11850;CLF;5 dormitorios;3 baños;239 m² útiles;5 dormitorios | 3 baños | 239 m² útiles;Av. Gral Bustamante/Mujica, Metro Irarrázaval, Ñuñoa;-33.453659349999995;-70.61446131414799;Av. Gral Bustamante/Mujica, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Venta Casa Ñuñoa;8200;CLF;5 dormitorios;3 baños;134 m² útiles;5 dormitorios | 3 baños | 134 m² útiles;Plaza Ñuñoa, Ñuñoa;-33.4534937;-70.570823;Plaza Ñuñoa, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Maravillosa Casa Piso Parquet Ñuñoa;17000;CLF;4 dormitorios;3 baños;170 m² útiles;4 dormitorios | 3 baños | 170 m² útiles;Galicia, Ñuñoa, Parque Juan XXIII, Ñuñoa;-33.46104144292101;-70.59279374965837;Galicia, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Oportunidad ! Exquisito Townhouse En Zona Residencial, Ñuñoa;9900;CLF;3 dormitorios;3 baños;100 m² útiles;3 dormitorios | 3 baños | 100 m² útiles;García Moreno 600 - 900, Ñuñoa, Parque Botánico, Ñuñoa;-33.4439201181191;-70.58895604004348;García Moreno 600 - 900, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Casa Ñuñoa,sector Residencial, Aislada, Bien Conservada;10105;CLF;4 dormitorios;2 baños;98 m² útiles;4 dormitorios | 2 baños | 98 m² útiles;Gral. Gorostiaga 837, Ñuñoa, Santiago, Parque Botánico, Ñuñoa;-33.4543164;-70.5936358;Gral. Gorostiaga 837, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Casa En Venta De 3 Dorm. En Ñuñoa;11790;CLF;3 dormitorios;3 baños;162 m² útiles;3 dormitorios | 3 baños | 162 m² útiles;Crescente Errazuriz 545, Estadio Nacional, Ñuñoa;-33.45721168584905;-70.62405908490565;Crescente Errazuriz 545, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Casa Condominio / Rosita Renard / Metro Principe De Gales;8500;CLF;3 dormitorios;2 baños;120 m² útiles;3 dormitorios | 2 baños | 120 m² útiles;Rosita Renard 900 - 1200, Ñuñoa, Metro Simón Bolivar, Ñuñoa;-33.443682949999996;-70.57583801507523;Rosita Renard 900 - 1200, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Casa En Venta De 5 Dorm. En Ñuñoa;8900;CLF;5 dormitorios;3 baños;102 m² útiles;5 dormitorios | 3 baños | 102 m² útiles;AMAPOLAS, Amapolas, Ñuñoa;-33.44049039795608;-70.57648063696617;AMAPOLAS, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Casa En Venta Para Remodelar Emilia Téllez;6700;CLF;5 dormitorios;2 baños;94 m² útiles;5 dormitorios | 2 baños | 94 m² útiles;Metro Simón Bolivar, Ñuñoa;-33.44815078505085;-70.58168628732375;Simón Bolivar, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Casa En Venta En Ñuñoa;315000000;CLP;4 dormitorios;2 baños;87 m² útiles;4 dormitorios | 2 baños | 87 m² útiles;Coventry / Irarrázaval, Ñuñoa;-33.4550535;-70.6283154;Coventry / Irarrázaval, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Casa En Venta En Ñuñoa;8800;CLF;5 dormitorios;2 baños;160 m² útiles;5 dormitorios | 2 baños | 160 m² útiles;Campoamor 2960, 7.77e+06 - 7.7703e+06 Santiago, Ñuñoa, Región Metropolitana, Chile, Plaza Ñuñoa, Ñuñoa;-33.4614993;-70.6006123;Campoamor 2960, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Casa En Venta De 5 Dorm. En Ñuñoa;17100;CLF;5 dormitorios;4 baños;190 m² útiles;5 dormitorios | 4 baños | 190 m² útiles;GARCIA MORENO / HERNANDO DE AGUIRRE, Parque Botánico, Ñuñoa;-33.44329974660543;-70.583658604346;GARCIA MORENO / HERNANDO DE AGUIRRE, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Casa Para Uso Comercial En Ñuñoa;19500;CLF;4 dormitorios;3 baños;216 m² útiles;4 dormitorios | 3 baños | 216 m² útiles;Metro Monseñor Eyzaguirre, Ñuñoa;-33.4531944;-70.613519;Monseñor Eyzaguirre, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Casa En Venta En Metro Monseñor Eyzaguirre Ñuñoa;14000;CLF;7 dormitorios;3 baños;226 m² útiles;7 dormitorios | 3 baños | 226 m² útiles;SUCRE /JOSE MANUEL INFANTE / MIGUEL CLARO, Metro Monseñor Eyzaguirre, Ñuñoa;-33.4494447;-70.6182301;SUCRE /JOSE MANUEL INFANTE / MIGUEL CLARO, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Casa En Venta En Villa Olímpica Ñuñoa Con Terraza;4200;CLF;4 dormitorios;2 baños;105 m² útiles;4 dormitorios | 2 baños | 105 m² útiles;Obispo Orrego 1201, Ñuñoa, Chile, Estadio Nacional, Ñuñoa;-33.46279763333334;-70.62023151333332;Obispo Orrego 1201, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Vendo Casa A Pasos Del Metro Los Orientales;7000;CLF;5 dormitorios;2 baños;76 m² útiles;5 dormitorios | 2 baños | 76 m² útiles;La Quilla, Villa Frei, Ñuñoa;-33.462617406661884;-70.5764533296645;La Quilla, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Casa En Venta En Ñuñoa, Cercano Al Mall Y Metro;8123;CLF;4 dormitorios;2 baños;108 m² útiles;4 dormitorios | 2 baños | 108 m² útiles;FRANCISCO DE VILLAGRA, Plaza Egaña, Ñuñoa;-33.45425457632142;-70.57529814616078;FRANCISCO DE VILLAGRA, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Casa De 2 Pisos En Venta De 3 Dorm. 2b 1est, Metro Ñuñoa;7900;CLF;3 dormitorios;3 baños;141 m² útiles;3 dormitorios | 3 baños | 141 m² útiles;Sucre Con Ricardo Layon, Metro Monseñor Eyzaguirre, Ñuñoa;-33.4482685;-70.6021938;Sucre Con Ricardo Layon, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Venta Townhouse Con Patio Privado, Ñuñoa;8200;CLF;3 dormitorios;3 baños;100 m² útiles;3 dormitorios | 3 baños | 100 m² útiles;Ñuñoa, Diagonal Oriente;-33.4543164;-70.5936358;Ñuñoa, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Venta Gran Casa Espectacular!!!!;7800;CLF;3 dormitorios;2 baños;86 m² útiles;3 dormitorios | 2 baños | 86 m² útiles;Ñuñoa, Villa Frei;-33.4543164;-70.5936358;Ñuñoa, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Casa Sólida Y Familiar A Pasos De Parques, Ñuñoa;9200;CLF;3 dormitorios;2 baños;134 m² útiles;3 dormitorios | 2 baños | 134 m² útiles;Ñuñoa;-33.4543164;-70.5936358;Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Remodelada, Patios Interiores Y Terraza, Sin Estacionamiento;8900;CLF;3 dormitorios;2 baños;101 m² útiles;3 dormitorios | 2 baños | 101 m² útiles;Guillermo Franke ,, Metro Monseñor Eyzaguirre, Ñuñoa;-33.4489618;-70.616643;Guillermo Franke, Ñuñoa, Santiago, Chile
2025-11-29 18:08:45;Ñuñoa;casa;Amplia Casa Con Piscina Y Quincho En Juan Moya, Ñuñoa;12500;CLF;3 dormitorios;3 baños;326 m² útiles;3 dormitorios | 3 baños | 326 m² útiles;Pje. Juan Moya Morales ,, Parque Juan XXIII, Ñuñoa;-33.46459581920048;-70.58804899790393;Pje. Juan Moya Morales, Ñuñoa, Santiago, Chile
